3810.31,3803.77,,2019-03-02 15:49:29.721999
3810.34,3803.0,,2019-03-02 15:49:33.918040
3809.55,3803.0,,2019-03-02 15:49:37.093929
3809.98,3802.84,,2019-03-02 15:49:43.496501
3809.98,3802.84,,2019-03-02 15:49:45.972692
3809.78,3803.0,,2019-03-02 15:49:50.652532
3810.55,3803.0,,2019-03-02 15:49:54.792890
3810.96,3800.4,,2019-03-02 15:50:19.042874
3810.85,3800.4,,2019-03-02 15:50:29.199379
3810.09,3799.31,,2019-03-02 15:50:51.437580
3810.2,3799.76,,2019-03-02 15:51:07.073791
3811.1,3802.44,,2019-03-02 15:51:13.362714
3812.35,3809.0,,2019-03-02 15:51:26.027606
3812.07,3809.0,,2019-03-02 15:51:32.089850
3813.41,3810.0,,2019-03-02 15:51:51.638009
3814.9,3810.0,,2019-03-02 15:51:58.938836
3816.45,3810.0,,2019-03-02 15:52:02.216900
3815.66,3796.82,,2019-03-02 15:52:08.279555
3815.02,3799.95,,2019-03-02 15:52:40.245560
3815.08,3809.99,,2019-03-02 15:52:44.439629
3815.0,3807.32,,2019-03-02 15:52:48.606638
3816.97,3803.0,,2019-03-02 15:53:03.021106
3815.04,3795.82,,2019-03-02 15:53:08.857250
3814.58,3805.0,,2019-03-02 15:53:16.910940
3814.81,3799.3,,2019-03-02 15:53:29.137512
3813.41,3801.25,,2019-03-02 15:53:51.633480
3813.52,3801.25,,2019-03-02 15:53:58.873906
3814.0,3799.31,,2019-03-02 15:54:17.095145
3813.89,3799.95,,2019-03-02 15:54:43.371909
3814.22,3799.95,,2019-03-02 15:54:45.608411
3814.55,3803.83,,2019-03-02 15:55:00.515762
3813.85,3803.26,,2019-03-02 15:55:04.522543
3813.2,3801.85,,2019-03-02 15:55:16.988240
3813.2,3801.25,,2019-03-02 15:55:21.003803
3813.21,3799.31,,2019-03-02 15:55:25.292037
3813.48,3801.25,,2019-03-02 15:55:35.282841
